Yazi,Cevap 
"Merhaba arkadaşlar,Ülkemizde her partinin yalnızca bir fikir/ideolojiyi savunması,hatta bunu yanlış anlayıp saçma bir şekilde reklam etmesi,Kendi kimliğini bu şekilde tanımlaması,TÜm partilerde ortalama tahsilin lise düzeyinde olması,yeni teknolojileri bırak mevcut teknolojiler hakkında zerre kadar bilgisi olmaması,Kanun çıkarmak gibi bir görev tanımı olan kişilerin hukuk mezunu ya da bilgisi olmaması,Azınlıklara haksız ve saçma bir açılım yapıp bunu ölümüne savunan kişilerin parti ile beraber deri değiştirmesi,Kandırıldık diye insanları kandırmaları,Kandırıldığı zaman ülkenin anahtlarını ve tüm koltuklarını bu gruplara verebilecek sistemin savunulması,iktidarın saçmalıklarına, saçmalıklar ve bilerek yapılan talihsiz açıklamalar ile cevap veren ana muhafelet partilerinin bulunması,Ya ondansın ya da bundansın fikri,Eleştirel bakabilmenin zorluğu,Ülkede koskoca ekonomi bakanının istifasına ana medya gruplarının kör/sağır/dilsiz olmaları skandalı,vs. vs....Bu ülkede iktidarı artık suçlamıyorum. Problemimiz iktidar değil bence, muhalefet. Bu ülkede muhalefet problemi var.Bu ülkede sadece konuşan ama bu konuşmaları kişi bazında tutan, ülkenin sorunları ile ilgilenecek bir insan olduğunu düşünmüyorum.Bence siyaset bu ülkede çöplüktür. İktidarı da muhalefetide aynı çöp poşetinde olmayı hakeden, bıyıklı lise mezunu cahillerdir.","Muhalefet de çöp ama bu ülkede CHP ne yaparsa yapsın tek başına iktidar olamaz bu bir gerçek. Bu ülke Atatürkçü bir ülke değil, milliyetçi bir ülke de değil. Yani CHP'nin İyi Parti, HDP veya şusu busu olmadan Atatürkçülerle iktidar olma şansı yok.Her şeyi %100 doğru yapsa bile yine iktidar olamaz. İnsanları görmüyor musun? Hak hukuk adalet kalmamış ekonomi kötü ama anketlerde hala AKP %35 seviyesinde.Yandaş anketler demeyin kaç senedir görüyoruz yani AKP hala %20'nin üstünde ise bu ülkede yok muhalefet kötü yok şu falan geçelim bunları. Adamların kemik kitlesi var ve bu kemik kitle yapılan işlere bakmıyor onlar için tek isim var o da Recep Tayyip Erdoğan."
"http://istanbul.gov.tr/il-hifzissihha-meclisi-karari-basin-aciklamasiŞu açıklamayı okuyun ve ne gördüğünüzü söyleyin. Devlet diyorki sabah işe gitme saatini ben belirlerim. Çıkış saatini patronlar. E tabi çalışan yararına olacak değil ya. Saat 7 de bütün özel sektör köleleri işyerinde olacak. Patron kaça kadar isterse çalışacaksınız. Günlük çalışma saatleri kanunda 9 saat, uygulamada 10-12 saatti. Mesai ödeyen yoktu zaten. Şimdi en az, saat 7 de iş başı 18 de paydos yani 11 saat günlük çalışma. Mesai yok. Tam bir işverenci komünist devlet geleneği. Yoksul düşmanlığı tam gaz. Haa gayret, devlette küçük Çin çalışmada küçük Bangladeş olacağız. ","komunizm mi? ,dostum komunizm içeriği bakımından sana kötü lanse edildiği için böyle bir yorum yapmışsın sanırım , bildiğin,bu bildiğin hard kapitalizm, liberalizmin doruğu ,sadece sömürme odağı,Allah evinde göbek büyütüp de ,daha fazla kazanmak için işçinin emeğini sömüren insanlara evlat acısı versin,bu ülkede nefes alınmıyor artık ."
An itibariyle Twitter'da görülebilinecek doğa olayı. Hukuk reformu ve adalet gibi şeylerin lafı geçince çarşı karıştı. Kıbrıs gezisinde zaten görüntü bulanıktı.Albayrak gitti gideli bunlar uykudaydı malum. Bugün Bahçeli kendisine son derece yakışan bir şekilde mafya bozuntusu Çakıcı'ya destek çıktı. Araya Kavala'yı çıkaramazsınız sorosçu diye de ekledi. Aynı anda yüzlerce pelikan liderimiz Bahçeli diye gaklamaya başladı. Çakıcı'ya dokunmaya kimse cesaret edemedi. Hökümetimizin normalleşiyoruz demokrasi masallarıda başlamadan bitti. Ha ne mi oldu aç kalacak ülke olacağı o. 20 gramdan fazla beyni olan hiçbir yerli ve yabancı yatırımcı kuruş yatırım yapmaz böyle bir ortamda. Bahçeli'nin yardakçıları ve ballı mevkiidekilerdeki akp'liler bal börek yaşayacak. Size Türksünüz dayanın chp öyle iyi parti böyle diye masallar anlatacak. Aç karnına günde 2 defa. ,Yemin ederim bir seçim daha kazanırsa bundan sonra oylarım HDP'ye ciddiyim
"TV 100'de ekrana gelen ""Ahu Özyurt ile 10'dan 12'ye""de gazeteci Barış Yarkadaş'a ""Erdoğan'a itaat edeceksiniz"" diyen Mustafa Albayrak'ın çok konuşulacak fotoğrafı ortaya çıktı.Kendisini “araştırmacı yazar” olarak tanıtan, kripto FETÖ'cü Cem Küçük'e yakınlığıyla bilinen Mustafa Albayrak 17-25 Aralık'tan sonra, 15 Nisan 2014 yılında terör örgütü FETÖ'nün lideri Fethullah Gülen'in ABD'de yaşadığı Pensilvanya'yı ziyaret ettiği ortaya çıktı.Mustafa Albayrak, Pensilvanya tabelası önünde poz verdiğ fotoğrafına, ""Nerede bu Paralel Yapı?? Ben de üye olacağım::)"" notunu düştü.FETÖ KURULUŞUNDAN ÇIKTIÖte yandan Albayrak’ın sosyal medya hesabından paylaştığı fotoğraflarda ABD’deki bir FETÖ kuruluşu olan Turkish Cultural Center’a (Türk Kültür Merkezi) gittiği de ortaya çıktı.FETÖ Lideri Fethullah Gülen’in kurduğu merkezde bulunan kürsüde fotoğraf çektiren Albayrak o dönemde bunu paylaşmıştı.İşte o fotoğraf:""HERKES ERDOĞAN'A RAM OLACAK""Mustafa Albayrak, TV 100'de Ahu Özyurt'un sunduğu 10'dan 12'ye programında çıkan tartışma ile yeniden gündeme geldi.Mustafa Albayrak, programda çıkan yargı tartışmasında kuvvetler ayrılığını savunan Gazeteci Barış Yarkadaş'a ""Erdoğan'a itaat edeceksiniz, ram olacaksınız, onun idaresi altında yaşayacaksınız, herkes Erdoğan'a ram olacak"" demişti.İşte programdaki o anlar:AKP'DEN TEPKİ: SÖZLERİ NE PARTİMİZİ NE LİDERİMİZİ BAĞLAR AKP Milletvekili ve Genel Merkez Tanıtım ve Medya Başkan Yardımcısı Dr. Mustafa Canbey, Albayrak'ın sözlerinin ardından açıklama yaptı. Canbey, sosyal medya hesabından yaptığı paylaşımda şu ifadeleri kullandı:""Dün sabah, TV100'de gündeme konu olan programdaki bir konuğun partimizi ve liderimizi referans göstererek söylediği sözler ne partimizi ne de liderimizi bağlamaktadır.Partimiz adına konuşacak olan kişiler partimiz organlarınca belirlenmiş siyasi sorumluluğu olan sözcülerimizdir.""https://odatv4.com/erdogana-itaat-edeceksiniz-diyen-ismin-pensilvanya-fotografi-cikti-18112012.html","Yaa Mustafa kardeş, çok rahat konuşuyordun"
"MHP lideri Bahçeli, Cumhurbaşkanı Erdoğan'ın açıkladığı ekonomi, hukuk ve demokrasi alanında başlatılacak reformlarla ilgili ""Muhteşem bir kalkışın yaşanacağını düşünüyorum"" dedi.MHP Genel Başkanı Devlet Bahçeli, partisinin grup toplantısında konuşuyor.Bahçeli'nin konuşmasından öne çıkanlar şöyle:""Ekonomide açılan ya da açılacak yeni ufuklarla, demokrasi ve hukuk alanlarında kuvveden fiile geçecek sağlam ve sağduyulu hamlelerle fasit çemberin kırılacağını, muhteşem bir kalkışın yaşanacağını düşünüyorum.Kıbrıs'ta, birlikte, huzur içinde, barış ve saygıya dayanan bir gelecek isteniyorsa, eşit haklara dayanan, iki kesimli egemen devlet yapılanması artık bir mecburiyettir.Türklüğü anayasadan çıkaracak bir kokuşmuş henüz anasından doğmamıştır. Hadi doğdu varsayalım, o zaman geldiği gibi gitmesi de bizim için şerefli bir vatan vazifesidir.""https://www.ntv.com.tr/turkiye/devlet-bahceli-muhtesem-bir-kalkis-yasanacak,m8us9Moh10mCGzawoVaFQQ",Her sabah yaşanıyor o kalkış bende
Silinsin,Sirf nickten 5 dene yatarin var..
"Denizli'nin Merkezefendi ilçesinde oto tamirciliği yapan 24 yaşındaki Burak Güzel çalıştığı işyerinde kendini asarak yaşamına son verdi.Olay, Merkezefendi’nin Zafer Mahallesi’nde meydana geldi. 2 yıl önce askerden dönen ve babasının işlettiği oto tamirhanesini devralan Burak Güzel, babasıyla akşam yemeği yedikten sonra sahibi olduğu apartta kalmak için ayrıldı. Aparta gitmek için evden çıkan Burak Güzel, Zafer Mahallesi’ndeki işyerine gitti. Burada kendini iple tavana asan Burak Güzel olay yerinde can verdi. Yoldan geçen bir tanıdığı Burak Gürbüz’ü ipte asılı halde gördü, durumu 112 ve ailesine bildirdi. Olay yerine gelen polis ve sağlık ekipleri tarafından ipten alınan Burak Güzel’in cansız bedeni otopsi için Pamukkale Üniversitesi Hastanesi’ne kaldırıldı.kaynak",çalışsanda açsın bu memlekette emeği geçenlerin abv
"Cumhurbaşkanı Erdoğan, Türkiye'nin üçüncü çeyreği güçlü bir büyüme ile kapatacağının kesinleştiğini belirterek, ""Ülkemiz hazırlık devrini geride bırakıp artık şahlanış dönemine giriyor."" dedi.Cumhurbaşkanı Recep Tayyip Erdoğan, TOBB Türkiye Ekonomi Şurası'na katıldı.Erdoğan, burada yaptığı konuşmada, şunları kaydetti:""Daha Kıbrıs meselesinin ne olduğunu, Maraş'ın açılmasının ne anlama geldiğini bilmeyen birine ekonomiyi izah etmek mümkün değildir. Ömrü boyunca devletten aldığı maaş dışında tecrübesi olmayanların kürsülerden esip gürlemesi teneke tıngırtısından öte anlama sahip değil. Kendisine ait doğru yanlış hiçbir fikri, projesi, hayali olmayan, dışarıdan ve içeriden yazılan senaryoların tetikçiliğini yapmak dışında müktesebatı bulunmayanların ekonomiyle ilgili ahkam kesmesi gerçekten gülünçtür. Proje kişiliklerle, bilhassa yalanları, iftiraları önlerine konduğu halde yüzleri kızarmayan siyaset bezirganlarıyla işimiz olmaz.""""Yüksek faize yatırımcımızı ezdirmememiz gerekiyor."" diyen Erdoğan, şu ifadeleri kullandı:""Şimdi önümüzde yeni bir dönem var. Artık çok daha güçlü bir şekilde üretime, yatırıma, istihdama ve ihracata odaklanmamız gerekiyor. Artık vites yükseltmenin bile yeterli olmadığı, araç değiştirmenin gerektiği bir dönemdeyiz. Bunun için ne gerekiyorsa yapmaya kararlıyız.""Cumhurbaşkanı Erdoğan, ""Değerini salgın döneminde daha iyi anladığımız şehir hastaneleri ile genel sağlık sigortası sistemimiz başlı başına bir başarı hikayesidir."" dedi. Erdoğan, şöyle devam etti:""Maruz kaldığımız saldırılar sebebiyle istiklal ve istikbal mücadelemize yoğunlaşırken yatırımları ve ekonomiyi de ihmal etmedik.""Cumhurbaşkanı Erdoğan, gerçekleştirilen reformlarla Türkiye'yi iş yapma kolaylığı endeksinde 27 basamak yükselterek 190 ülke arasında 33. sıraya yerleştirdiklerini belirtti. ""Eylül ayına ilişkin öncü verilerle üçüncü çeyreği güçlü bir büyüme ile kapatacağımız artık kesinleşmiş oldu."" diyen Erdoğan, sözlerini şöyle sürdürdü:""Mali disiplini koruyarak, büyüme ve istihdam odaklı bir anlayışla yolumuza devam edeceğiz. Enflasyonla mücadele en önemli önceliğimiz. Hedefimiz bir an önce tek haneli enflasyon rakamlarına ulaşmaktır. Ülkemiz hazırlık devrini geride bırakıp artık şahlanış dönemine giriyor."" Cumhurbaşkanı Erdoğan, konuşmasını şöyle tamamladı:""İnşallah önümüzdeki yıl tüm bu zorlukları geride bırakmış olarak bugünleri acı bir tebessümle yad edeceğiz.""K: https://www.aa.com.tr/tr/turkiye/cumhurbaskani-erdogan-ulkemiz-hazirlik-devrini-geride-birakip-artik-sahlanis-donemine-giriyor/2047837",Agalar bakın hazırlık dönemi 18 yılsa artık gerisini siz düşünün... 2071 e kadar yolu var anlaşılan
"ABD Başkanı Donald Trump seçimleri kazandığını bir kez daha iddia etti. Twitter hesabından büyük harflerle seçimi kazandığını ‘haykıran‘ Trump’a Twitter itiraz etmekte gecikmedi.Trump dün yaptığı paylaşımlarda ilk kez rakibi Joe Biden’ın seçimi kazandığını kabul etmiş ancak oy sahtekarlığı sayesinde galip geldiğini iddia etmişti.Biden’ın adını anmayarak “Seçim hileli olduğu için kazandı” paylaşımından kısa bir süre sonra “O sadece sahte haber yapan medyanın gözünde kazandı. Hiçbir şeyi kabul etmiyorum” diye yazdı.Trump’ın bu sabah saatlerinde ise yaptığı “Seçimi kazandım” paylaşımına Twitter, “Resmi kaynaklar seçim sonucu farklı ilan etti” uyarısı koyarak Biden’ın seçimi kazandğına dair bir sayfaya yönlendirdi.kaynak",Atı alan Alaska'yı geçti.
"Açıklamalarda bulunan İbrahim Kalın ""Yunanistan bizim önemli bir komşumuz. Yunanistan ile biz bütün bu konuları konuşmaya hazırız."" dedi.",Habdhdjsjsj   Akp giderse dogu akdenizdeki kazanimlarimizi kaybederiz diyenler nerede
"Yasal olmayan şekilde ambalajı açılmış ilaçlar, “Aldım çocuğuma içiremedim, tedaviyi bitirdim elimde kaldı, kremin yarısını kullandım yarısı duruyor” gibi notlarla satışa çıkarılıyor.Halkın birbirine ilaç tavsiye etmesine ya da kendi ilacını ‘İyi gelir’ diye vermesine alışığız. Ancak ikinci el ilaç satışı ‘pes’ dedirtti. Bu ilaçlar arasında açılmış kremlerden, kırmızı reçeteyle (genellikle uyuşturucu özelliği taşıyan ilaçlar) satılan haplara kadar birçok ilaç bulunuyor. Konuyla ilgili Sağlık Bakanlığı’na gerekli başvuruları yaptıklarını belirten Tüm Eczacı İşverenler Sendikası (TEİS) Başkanı Nurten Saydan, tehlikenin boyutunu Hürriyet’ten Meltem Özgenç’e anlattı:BİR KAPAK İÇİLMİŞ ŞURUP SATIYORLAR“İkinci el satış uygulaması olan bir internet alışveriş sitesi web sayfası üzerinden kullanıcılarına yasal olmayan şekilde ambalajı açılmıştan tutun da kırmızı reçeteliye kadar ilaç satışı yapmalarına izin veriyor. Bu alışveriş sitesinde ‘Evde duruyordu, aldım çocuğuma içiremedim, tedaviyi bitirdim elimde kaldı, kremin yarısını kullandım yarısı duruyor, şuruptan bir kapak kullandık’ gibi açıklamalar bulunuyor. Bu durum insan sağlığı açısından çok ciddi riskler taşıyor. İlacın ikinci eli olmaz, ilaç önemli bir üründür. Bu şekildeki ilaç satışları adeta ölüm saçmak demektir. İnternet üzerinden yapılan ilaç satışlarının maalesef önüne geçilemiyor. Bakanlığın ruhsatlı ilaçları, elbise, ayakkabı, mobilya, gıda gibi ürünlerin satıldığı on-line platformlardan kontrolsüzce satılıyor. Bunun mutlaka engellenmesi gerekiyor. Bu ilaçların kullanımı zaten zararlı olduğu gibi, kazanç sağlamak için satış yapan kişilerin, ilacı boşaltıp içerisine su ya da zehir doldurmadıklarını da bilemeyiz.”İnternetteki bir ‘ikinci el satış uygulaması’nda her tür ilaç satışı yapılıyor. İlaç sahipleri, ilanlarına ‘100 adetlik kutudan 15 tanesini içtim” gibi notlar düşüyor.İğneden hapa, şuruptan kreme kadar çok sayıda ikinci el ilaç, internette yarı fiyatına satılıyor.‘REÇETELİ İLACINI SATAN VAR’TEİS Başkanı Nurten Saydan, yasa gereği Sağlık Bakanlığı ruhsatlı tüm ilaçların, sadece eczanelerden, kontrollü biçimde verilmesi gerektiğine dikkat çekti: “Oysa vatandaşlarımız on-line sitelerden kontrolsüzce ilaçlara erişebiliyor ve geri dönüşü olmayacak sağlık sorunları yaşıyorlar. Hatta on-line ikinci el satış kanallarını kullanan kişiler evde biriken ilaçların yanı sıra doktorların kendilerine reçete ettikleri ilaçların satışını yapıyorlar. Bunların içinde kullanılmış, kutusu açılmış hatta kırmızı reçeteli ilaçlar da bulunuyor. Bu açıkça suçtur. İlaç bir kazak, bir ayakkabı değildir. İlaç kişiye özel bir üründür. Tedavi bittikten sonra artık bir kimyasal atığa dönüşür. Dolayısıyla imhaya gitmesi gerekir.Uygulamada, birçok ilacın satıldığı da ilanların yanına konulan ‘satıldı’ damgasından görülüyor.https://odatv4.com/artik-ilacin-bile-ikinci-eli-var-18112004.html",Tek seferlik bir yerinde yara var diye krem veya başka bir sebepten ilaç alıyorsun. 40-50 lira. Tabii satılması doğru değil de tabii içinde cimri pintiler de var ama çoğu büyük ihtimalle ekonomik sebeplerden satıyor. almış bir seferlik 50-60 liraya kullanmış kenarda duruyor. Eee adam karnını zor doyuruyor. Ne ilacı 50-60'a sat gitsin. Durum bu. (bence)
Ne diyorsunuz? Kişi başına gelir 8 kat yükselir mi?,bilmem
"TAŞA TAPAN BİR MİLLET DEĞİLİZ  GELECEĞİMİZ İÇİN BAZI CAMİLERİN YIKILMASI  HALK ÜZERİNDEKİ  BU HARCAMALARIN AZALTILMASI GEREKMEZ Mİ  (ANKARADA 3152 CAMİDEN 2152 CAMİ NİN YIKILMASI GEREKİR)ANKARA İLİ ÖRNEĞİTunceli' de Toplam 93 Cami VarTunceli'nin Yüzölçümü :  7582 km² 7582 km²/25 km²  =  303 Adet Cami Olması Gerekirken 93 Cami Vardır Cami sayısı arttırmakla Müslümanlığın derecesi artmıyorYAŞADIĞIM ALANDA YÜRÜME MESAFESİNDE 6-7 CAMİ VAR  1 TANE AİLE SAĞLIĞI MERKEZİ VAR İSRAFIN BOYUTUNU GÖRÜYORMUSUNUZBU ŞEKİLDE DÜŞÜNÜRSEK 20 YILDA NELER YAPILIR KAÇ FABRİKA KURULUR DÜŞÜNDÜNÜZ MÜGERÇEK İŞSİZLİK %3-5 LERE İNER  HALKIMIZ DAHA REFAH HAYAT SÜRER CAMİ İNSALARIN KARNINI DOYURMUYOR CENNETTEN TAPU VERMİYOR ALLAHIN BİZE SUNDUĞU SUYU, TOPRAĞI, GÜNEŞİ, RÜZGARI ... KULLANARAK  İNSANCA YAŞAMAK VARKEN TARIMI YOK ETTİK HAYVANCILIĞI YOK ETİKBARAJLARI KURUTTUKGÖLLERİ KURUTTUKGÜNEŞ ENEJİNE YÖNELMEDİKRÜZGAR ENERJİSİNE YÖNELMEDİK3 TARAFI DENİZLE ÇEVRİLİ ÜLKEDE SU SORUNUNU ORTAYA ÇIKARDIK ŞİMDİ REZİLLİĞİ YAŞIYORUZ BUGÜN DOĞALGAZ VE ELEKTRİK FATURALARI  BELLİ BİR LİMİTİN ALTINDA BEDAVA OLMASI GEREKİRİNSANLAR KIŞIN SOĞUKTA DONMA NOKTASINA GELDİTARIMI YOK ETTİK İNSANLAR MEYVE VE SEBZE ALAMAYACAK DURUMA GELDİHAYVANCILIĞI YOK ETTİK İNSANLAR ET YEMEYİ UNUTTU..... BÖYLE MÜSLÜMANLIK OLMAZ 1 ADET CAMİNİN PERSONELİ + SGK + ELEKTRİK + SU + DOĞALGAZ + TEMİZLİK + TADİLATI ..... İmam maaşı Vaiz maaşı Müezzin maaşı  Temizlik personeli ..Buradan net veya brüt maaşlarına girin imamın, vaizin müezzinin TOPLAM MALİYETİ HESAPLAYINhttps://www.verginet.net/dtt/MaasHesaplama.aspx","Tapınmak için yer ihtiyacı olan cemaat, arasında para toplayıp istediği kadar cami yapsın. Maaşını verip başına da imamını müezzini diksinler. Memlekette kaç tane müslüman var o zaman görmüş oluruz."
"Turkcell Superonline, yeni fiber internet tarifesini kullanıma sundu. “Hız şenliği” olarak adlandırılan tarifede ilginç bir durum söz konusu. Download hızı 200 Mbps olarak belirtilen tarifenin upload hızı 5 Mbps ile sınırlandırılmış.""Turkcell Fiber 200 Mbps Hız Şenliği"" tarifesinde 200 Mbps download, 5 Mbps upload hızındaki internet 149,90 TL’ye sunuluyor. Her ne kadar 200 Mbps hızındaki internet günümüz şartları için çok iyi olsa da upload hızı günümüz için yetersiz kalacak. Örneğin aynı anda çok sayıda cihaz bağlandığında, dosya aktarmak istenildiğinde, canlı yayın yapılmak istendiğinde, 1080p görüntü aktarmak istenildiğinde vs. 5 Mbps upload hızı yetersiz olacak.Ayrıca Bkz.Xbox Series X satışa sunulmadan zamlandıKoronavirüs pandemisi nedeniyle pek çok kişi evden çalışıyor, öğrenciler evden eğitim görüyor. Bu dönemde upload hızına daha fazla ihtiyacımız oluyor. Şöyle bir zamanda Turkcell’in bireysel kullanıcılara yönelik hazırladığı en üst tarifesinde 5 Mbps upload hızına yer verilmesi gerçekten şaşırtıcı. Daha yüksek upload hızı için Superbox’a geçmek veya aylık 999 TL’ye satılan 1000 Mbps tarifesine geçmek gerekiyor. Bu tarifedeki upload hızı 20 mbps olarak belirlenmiş. Daha uygun çözüm için “Turkcell Fiber Oyunda Uçuran” tarifede 10 Mbps upload hızı sunuluyor ancak ancak bu sefer download hızı 25 Mbps’e düşüyor.Upload hızı, sadece Turkcell’de değil diğer internet servis sağlayıcılarında da büyük dert. Bireysel kullanıcılara yönelik hazırlanan ekonomik tarifelerde 2020 yılına yakışmayacak upload hızları sunuluyor. Firmaların upload hızını artırmaya yönelik adım atması gerekiyor.","Şu milletin çektiği nedir anlamıyorum. İnternetinden, arabasına, benzinene, bilgisayarına herkes süründürüyor."
